order_id	order_item_id	brand_city	brand_state	brand_country	order_grand_total	order_shipping_charge	order_created	event_created	event_expiration_date	order_item_quantity	order_item_unit_price	order_item_total_price	order_item_name	order_item_bounds	customer_billing_state	customer_billing_country	customer_shipping_state	customer_shipping_country
1797804	9118809	Auckland		NZ	39.50	0.00	2015-10-01 00:00:24	2015-09-25 23:17:54	NULL	1	39.50	39.50	Full Resolution - Approx 2-4MB (Digital Media)	NULL	NULL	NULL	Auckland	NZ
1797805	9118810	Medford	OR	US	27.00	0.00	2015-10-01 00:00:52	2015-04-15 05:48:02	2015-09-30 07:00:00	1	15.00	15.00	(1) 8x10 (Headshot Prints)	0	OR	US	OR	US
1797805	9118811	Medford	OR	US	27.00	0.00	2015-10-01 00:00:52	2015-04-15 05:48:02	2015-09-30 07:00:00	1	15.00	15.00	(1) 8x10 (Headshot Prints)	0	OR	US	OR	US
1797806	9118812	Harrah	OK	US	9.00	0.00	2015-10-01 00:00:58	2015-09-29 08:25:36	NULL	1	3.00	3.00	Full Resolution (Digital Media)	NULL	OK	US	OK	US
1797806	9118813	Harrah	OK	US	9.00	0.00	2015-10-01 00:00:58	2015-09-29 08:25:36	NULL	1	3.00	3.00	Full Resolution (Digital Media)	NULL	OK	US	OK	US
1797806	9118814	Harrah	OK	US	9.00	0.00	2015-10-01 00:00:58	2015-09-29 08:25:36	NULL	1	3.00	3.00	Full Resolution (Digital Media)	NULL	OK	US	OK	US
1797807	9118815	Piedmont	OK	US	23.98	0.00	2015-10-01 00:01:30	2015-09-01 18:20:35	2015-11-08 06:00:00	1	13.00	13.00	2-5x7 (Packages)	0	OK	US	OK	US
1797807	9118816	Piedmont	OK	US	23.98	0.00	2015-10-01 00:01:30	2015-09-01 18:20:35	2015-11-08 06:00:00	1	9.00	9.00	Lustre (Prints)	0	OK	US	OK	US
1797808	9118817	NULL	NULL	US	20.00	0.00	2015-10-01 00:01:37	2015-09-21 19:12:08	2015-11-15 05:00:00	1	4.50	4.50	Lustre (Prints)	0	NULL	NULL	NY	US
1797808	9118818	NULL	NULL	US	20.00	0.00	2015-10-01 00:01:37	2015-09-21 19:12:08	2015-11-15 05:00:00	1	4.50	4.50	Lustre (Prints)	0	NULL	NULL	NY	US
1797808	9118819	NULL	NULL	US	20.00	0.00	2015-10-01 00:01:37	2015-09-21 19:12:08	2015-11-15 05:00:00	1	6.50	6.50	Round Button 3 in. (Products)	0	NULL	NULL	NY	US
1797808	9118820	NULL	NULL	US	20.00	0.00	2015-10-01 00:01:37	2015-09-21 19:12:08	2015-11-15 05:00:00	1	4.50	4.50	Lustre (Prints)	0	NULL	NULL	NY	US
1797809	9118821	Nashua	NH	US	40.00	0.00	2015-10-01 00:02:27	2015-09-27 21:13:54	NULL	1	10.00	10.00	Web Digitals (Digital Media)	NULL	NULL	NULL	MD	US
1797809	9118822	Nashua	NH	US	40.00	0.00	2015-10-01 00:02:27	2015-09-27 21:13:54	NULL	1	10.00	10.00	Web Digitals (Digital Media)	NULL	NULL	NULL	MD	US
1797809	9118823	Nashua	NH	US	40.00	0.00	2015-10-01 00:02:27	2015-09-27 21:13:54	NULL	1	10.00	10.00	Web Digitals (Digital Media)	NULL	NULL	NULL	MD	US
1797809	9118824	Nashua	NH	US	40.00	0.00	2015-10-01 00:02:27	2015-09-27 21:13:54	NULL	1	10.00	10.00	Web Digitals (Digital Media)	NULL	NULL	NULL	MD	US
1797810	9118825	Glendale	KY	US	39.87	5.95	2015-10-01 00:02:31	2015-09-29 01:21:33	2015-10-10 04:00:00	1	4.00	4.00	Lustre (Prints)	0	KY	US	KY	US
1797810	9118826	Glendale	KY	US	39.87	5.95	2015-10-01 00:02:31	2015-09-29 01:21:33	2015-10-10 04:00:00	1	4.00	4.00	Lustre (Prints)	0	KY	US	KY	US
1797810	9118827	Glendale	KY	US	39.87	5.95	2015-10-01 00:02:31	2015-09-29 01:21:33	2015-10-10 04:00:00	1	4.00	4.00	Lustre (Prints)	0	KY	US	KY	US
1797810	9118828	Glendale	KY	US	39.87	5.95	2015-10-01 00:02:31	2015-09-29 01:21:33	2015-10-10 04:00:00	1	4.00	4.00	Lustre (Prints)	0	KY	US	KY	US
1797810	9118829	Glendale	KY	US	39.87	5.95	2015-10-01 00:02:31	2015-09-29 01:21:33	2015-10-10 04:00:00	1	4.00	4.00	Lustre (Prints)	0	KY	US	KY	US
1797810	9118830	Glendale	KY	US	39.87	5.95	2015-10-01 00:02:31	2015-09-29 01:21:33	2015-10-10 04:00:00	1	4.00	4.00	Lustre (Prints)	0	KY	US	KY	US
1797810	9118831	Glendale	KY	US	39.87	5.95	2015-10-01 00:02:31	2015-09-29 01:21:33	2015-10-10 04:00:00	1	4.00	4.00	Lustre (Prints)	0	KY	US	KY	US
1797810	9118832	Glendale	KY	US	39.87	5.95	2015-10-01 00:02:31	2015-09-29 01:21:33	2015-10-10 04:00:00	1	4.00	4.00	Lustre (Prints)	0	KY	US	KY	US
1797811	9118833	Fayetteville	NC	US	0.00	0.00	2015-10-01 00:03:06	2015-09-08 14:59:15	2015-10-03 04:00:00	1	25.00	25.00	Full Resolution (Digital Media)	NULL	NULL	NULL	NC	US
1797811	9118834	Fayetteville	NC	US	0.00	0.00	2015-10-01 00:03:06	2015-09-08 14:59:15	2015-10-03 04:00:00	1	25.00	25.00	Full Resolution (Digital Media)	NULL	NULL	NULL	NC	US
1797811	9118835	Fayetteville	NC	US	0.00	0.00	2015-10-01 00:03:06	2015-09-08 14:59:15	2015-10-03 04:00:00	1	25.00	25.00	Full Resolution (Digital Media)	NULL	NULL	NULL	NC	US
1797811	9118836	Fayetteville	NC	US	0.00	0.00	2015-10-01 00:03:06	2015-09-08 14:59:15	2015-10-03 04:00:00	1	25.00	25.00	Full Resolution (Digital Media)	NULL	NULL	NULL	NC	US
1797811	9118837	Fayetteville	NC	US	0.00	0.00	2015-10-01 00:03:06	2015-09-08 14:59:15	2015-10-03 04:00:00	1	25.00	25.00	Full Resolution (Digital Media)	NULL	NULL	NULL	NC	US
1797812	9118838	Germantown	TN	US	182.19	6.00	2015-10-01 00:03:37	2015-09-17 18:11:20	2015-11-30 06:00:00	1	20.00	20.00	Lustre - rounded corners (Prints)	0	TN	US	TN	US
1797812	9118839	Germantown	TN	US	182.19	6.00	2015-10-01 00:03:37	2015-09-17 18:11:20	2015-11-30 06:00:00	3	30.00	90.00	Lustre (Prints)	0	TN	US	TN	US
1797812	9118840	Germantown	TN	US	182.19	6.00	2015-10-01 00:03:37	2015-09-17 18:11:20	2015-11-30 06:00:00	1	20.00	20.00	Lustre (Prints)	0	TN	US	TN	US
1797812	9118841	Germantown	TN	US	182.19	6.00	2015-10-01 00:03:37	2015-09-17 18:11:20	2015-11-30 06:00:00	1	20.00	20.00	Lustre (Prints)	0	TN	US	TN	US
1797812	9118842	Germantown	TN	US	182.19	6.00	2015-10-01 00:03:37	2015-09-17 18:11:20	2015-11-30 06:00:00	1	10.00	10.00	Lustre (Prints)	0	TN	US	TN	US
1797813	9118843	Holliston	MA	US	58.13	5.00	2015-10-01 00:03:49	2015-08-12 19:41:10	2015-11-13 05:00:00	1	20.00	20.00	5x7 Archival Print (Prints)	0	NULL	NULL	MA	US
1797813	9118844	Holliston	MA	US	58.13	5.00	2015-10-01 00:03:49	2015-08-12 19:41:10	2015-11-13 05:00:00	1	30.00	30.00	Set of Wallets (8/set) (Prints)	0	NULL	NULL	MA	US
1797814	9118845	saginaw	MI	US	25.95	5.95	2015-10-01 00:04:22	2015-09-26 14:41:59	2015-10-05 04:00:00	1	10.00	10.00	Matte (Prints)	0	MI	US	MI	US
1797814	9118846	saginaw	MI	US	25.95	5.95	2015-10-01 00:04:22	2015-09-26 14:41:59	2015-10-05 04:00:00	1	10.00	10.00	Matte (Prints)	0	MI	US	MI	US
1797815	9118847	Dacula	GA	US	118.00	0.00	2015-10-01 00:07:21	2015-06-20 20:24:01	NULL	2	25.00	50.00	Lustre (PRINTS)	0	GA	US	GA	US
1797815	9118848	Dacula	GA	US	118.00	0.00	2015-10-01 00:07:21	2015-06-20 20:24:01	NULL	2	25.00	50.00	Lustre (PRINTS)	0	GA	US	GA	US
1797815	9118849	Dacula	GA	US	118.00	0.00	2015-10-01 00:07:21	2015-06-20 20:24:01	NULL	3	25.00	75.00	Lustre (PRINTS)	0	GA	US	GA	US
1797815	9118850	Dacula	GA	US	118.00	0.00	2015-10-01 00:07:21	2015-06-20 20:24:01	NULL	1	25.00	25.00	Lustre - square corners (PRINTS)	0	GA	US	GA	US
1797816	9118851	Blue Bell	PA	US	159.00	0.00	2015-10-01 00:07:37	2015-09-30 18:48:32	2015-10-14 04:00:00	1	150.00	150.00	Single Digital File (All Gallery Photos) (Digital Files)	NULL	PA	US	PA	US
1797817	9118852	El Mirage	AZ	US	103.37	4.00	2015-10-01 00:07:54	2015-06-23 22:56:11	2016-01-11 07:00:00	1	14.00	14.00	Lustre (Prints)	0	NULL	NULL	AZ	US
1797817	9118853	El Mirage	AZ	US	103.37	4.00	2015-10-01 00:07:54	2015-06-23 22:56:11	2016-01-11 07:00:00	1	14.00	14.00	Lustre (Prints)	0	NULL	NULL	AZ	US
1797817	9118854	El Mirage	AZ	US	103.37	4.00	2015-10-01 00:07:54	2015-06-23 22:56:11	2016-01-11 07:00:00	1	7.00	7.00	Lustre (Prints)	0	NULL	NULL	AZ	US
1797817	9118855	El Mirage	AZ	US	103.37	4.00	2015-10-01 00:07:54	2015-06-23 22:56:11	2016-01-11 07:00:00	1	14.00	14.00	Lustre (Prints)	0	NULL	NULL	AZ	US
1797817	9118856	El Mirage	AZ	US	103.37	4.00	2015-10-01 00:07:54	2015-06-23 22:56:11	2016-01-11 07:00:00	1	14.00	14.00	Lustre (Prints)	0	NULL	NULL	AZ	US
1797817	9118857	El Mirage	AZ	US	103.37	4.00	2015-10-01 00:07:54	2015-06-23 22:56:11	2016-01-11 07:00:00	1	7.00	7.00	Lustre (Prints)	0	NULL	NULL	AZ	US
1797817	9118858	El Mirage	AZ	US	103.37	4.00	2015-10-01 00:07:54	2015-06-23 22:56:11	2016-01-11 07:00:00	1	7.00	7.00	Lustre (Prints)	0	NULL	NULL	AZ	US
1797817	9118859	El Mirage	AZ	US	103.37	4.00	2015-10-01 00:07:54	2015-06-23 22:56:11	2016-01-11 07:00:00	1	14.00	14.00	Lustre (Prints)	0	NULL	NULL	AZ	US
1797818	9118860	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.50	4.50	Metallic (Prints)	0	MA	US	MA	US
1797818	9118861	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.00	4.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118862	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.00	4.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118863	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.00	4.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118864	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.00	4.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118865	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.00	4.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118866	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.00	4.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118867	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.00	4.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118868	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.00	4.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118869	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	7.00	7.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118870	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	7.00	7.00	Lustre (Prints)	0	MA	US	MA	US
1797818	9118871	Portsmouth	NH	US	14.50	10.00	2015-10-01 00:08:18	2015-09-25 23:03:34	NULL	1	4.00	4.00	Lustre (Prints)	0	MA	US	MA	US
1797819	9118872	Bloomington	IL	US	19.40	0.00	2015-10-01 00:08:57	2015-09-10 21:30:31	2015-10-31 05:00:00	1	18.00	18.00	Digital File (Prints)	0	IL	US	IL	US
1797820	9118873	South Dennis	MA	US	267.57	5.95	2015-10-01 00:09:24	2015-08-25 02:54:46	2015-09-30 04:00:00	1	21.00	21.00	Matte (Prints)	0	NULL	NULL	MA	US
1797820	9118874	South Dennis	MA	US	267.57	5.95	2015-10-01 00:09:24	2015-08-25 02:54:46	2015-09-30 04:00:00	1	225.00	225.00	USB Drive (Digital Files (USB))	0	NULL	NULL	MA	US
1797821	9118875	Belle Vernon	PA	US	96.05	5.95	2015-10-01 00:11:20	2015-09-21 17:40:11	NULL	1	25.00	25.00	Lustre (Prints)	0	PA	US	PA	US
1797821	9118876	Belle Vernon	PA	US	96.05	5.95	2015-10-01 00:11:20	2015-09-21 17:40:11	NULL	1	15.00	15.00	Lustre (Prints)	0	PA	US	PA	US
1797821	9118877	Belle Vernon	PA	US	96.05	5.95	2015-10-01 00:11:20	2015-09-21 17:40:11	NULL	1	45.00	45.00	Lustre (Prints)	0	PA	US	PA	US
1797822	9118878	Des Moines	WA	US	0.00	0.00	2015-10-01 00:12:42	2015-09-22 10:07:04	NULL	1	0.00	0.00	4 Wallets (Individual Prints)	0	NULL	NULL	WA	US
1797822	9118879	Des Moines	WA	US	0.00	0.00	2015-10-01 00:12:42	2015-09-22 10:07:04	NULL	1	0.00	0.00	4x6 Portrait (Individual Prints)	0	NULL	NULL	WA	US
1797822	9118880	Des Moines	WA	US	0.00	0.00	2015-10-01 00:12:42	2015-09-22 10:07:04	NULL	1	0.00	0.00	5x7 Portrait (Individual Prints)	0	NULL	NULL	WA	US
1797822	9118881	Des Moines	WA	US	0.00	0.00	2015-10-01 00:12:42	2015-09-22 10:07:04	NULL	1	0.00	0.00	4 Wallets (Individual Prints)	0	NULL	NULL	WA	US
1797822	9118882	Des Moines	WA	US	0.00	0.00	2015-10-01 00:12:42	2015-09-22 10:07:04	NULL	1	0.00	0.00	8x10 Portrait (Individual Prints)	0	NULL	NULL	WA	US
1797822	9118883	Des Moines	WA	US	0.00	0.00	2015-10-01 00:12:42	2015-09-22 10:07:04	NULL	1	0.00	0.00	4x6 Portrait (Individual Prints)	0	NULL	NULL	WA	US
1797822	9118884	Des Moines	WA	US	0.00	0.00	2015-10-01 00:12:42	2015-09-22 10:07:04	NULL	1	0.00	0.00	5x7 Portrait (Individual Prints)	0	NULL	NULL	WA	US
1797822	9118885	Des Moines	WA	US	0.00	0.00	2015-10-01 00:12:42	2015-09-22 10:07:04	NULL	1	0.00	0.00	4x6 Portrait (Individual Prints)	0	NULL	NULL	WA	US
1797822	9118886	Des Moines	WA	US	0.00	0.00	2015-10-01 00:12:42	2015-09-22 10:07:04	NULL	1	0.00	0.00	5x7 Team Portrait (Team Portrait)	0	NULL	NULL	WA	US
1797823	9118887	Otisfield	ME	US	187.50	7.50	2015-10-01 00:13:02	2015-09-28 17:11:49	2015-10-12 04:00:00	1	30.00	30.00	Lustre (Prints)	0	MA	US	MA	US
1797823	9118888	Otisfield	ME	US	187.50	7.50	2015-10-01 00:13:02	2015-09-28 17:11:49	2015-10-12 04:00:00	1	30.00	30.00	Lustre (Prints)	0	MA	US	MA	US
1797823	9118889	Otisfield	ME	US	187.50	7.50	2015-10-01 00:13:02	2015-09-28 17:11:49	2015-10-12 04:00:00	1	30.00	30.00	Lustre (Prints)	0	MA	US	MA	US
1797823	9118890	Otisfield	ME	US	187.50	7.50	2015-10-01 00:13:02	2015-09-28 17:11:49	2015-10-12 04:00:00	1	30.00	30.00	Lustre (Prints)	0	MA	US	MA	US
1797823	9118891	Otisfield	ME	US	187.50	7.50	2015-10-01 00:13:02	2015-09-28 17:11:49	2015-10-12 04:00:00	1	30.00	30.00	Lustre (Prints)	0	MA	US	MA	US
1797823	9118892	Otisfield	ME	US	187.50	7.50	2015-10-01 00:13:02	2015-09-28 17:11:49	2015-10-12 04:00:00	1	30.00	30.00	Lustre (Prints)	0	MA	US	MA	US
1797824	9118893	Natick	MA	US	112.25	6.00	2015-10-01 00:13:20	2015-09-10 03:04:07	2015-10-01 04:00:00	1	20.00	20.00	Lustre (Prints)	0	MA	US	MA	US
1797824	9118894	Natick	MA	US	112.25	6.00	2015-10-01 00:13:20	2015-09-10 03:04:07	2015-10-01 04:00:00	1	20.00	20.00	Lustre (Prints)	0	MA	US	MA	US
1797824	9118895	Natick	MA	US	112.25	6.00	2015-10-01 00:13:20	2015-09-10 03:04:07	2015-10-01 04:00:00	1	20.00	20.00	Lustre (Prints)	0	MA	US	MA	US
1797824	9118896	Natick	MA	US	112.25	6.00	2015-10-01 00:13:20	2015-09-10 03:04:07	2015-10-01 04:00:00	1	20.00	20.00	Lustre (Prints)	0	MA	US	MA	US
1797824	9118897	Natick	MA	US	112.25	6.00	2015-10-01 00:13:20	2015-09-10 03:04:07	2015-10-01 04:00:00	1	20.00	20.00	Lustre (Prints)	0	MA	US	MA	US
1797825	9118898	Auckland		NZ	43.00	0.00	2015-10-01 00:13:44	2015-09-25 23:17:54	NULL	1	21.50	21.50	Print 4x6 inches (10x15cm) (Prints)	0	NULL	NULL	Auckland	NZ
1797825	9118899	Auckland		NZ	43.00	0.00	2015-10-01 00:13:44	2015-09-25 23:17:54	NULL	1	21.50	21.50	Print 4x6 inches (10x15cm) (Prints)	0	NULL	NULL	Auckland	NZ
1797826	9118900	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	1	0.00	0.00	Lustre (Prints)	0	WI	US	WI	US
1797826	9118901	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	2	0.00	0.00	Lustre (Prints)	0	WI	US	WI	US
1797826	9118902	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	1	25.50	25.50	Lustre (Prints)	0	WI	US	WI	US
1797826	9118903	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	2	12.50	25.00	Lustre (Prints)	0	WI	US	WI	US
1797826	9118904	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	1	7.50	7.50	Lustre (Prints)	0	WI	US	WI	US
1797826	9118905	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	1	7.50	7.50	Lustre (Prints)	0	WI	US	WI	US
1797826	9118906	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	1	7.50	7.50	Lustre (Prints)	0	WI	US	WI	US
1797826	9118907	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	2	12.50	25.00	Lustre (Prints)	0	WI	US	WI	US
1797826	9118908	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	2	12.50	25.00	Lustre (Prints)	0	WI	US	WI	US
1797826	9118909	Green Bay	WI	US	153.09	7.50	2015-10-01 00:14:59	2015-09-28 03:34:09	2015-10-24 05:00:00	2	7.50	15.00	Lustre (Prints)	0	WI	US	WI	US
1797827	9118910	Hiawatha	IA	US	15.00	0.00	2015-10-01 00:16:15	2015-07-17 22:51:27	2016-03-31 05:00:00	1	15.00	15.00	Full Resolution Download (Digital Media)	NULL	IA	US	IA	US
1797828	9118911	The Woodlands	TX	US	87.00	0.00	2015-10-01 00:16:45	2015-09-10 23:57:15	NULL	1	15.00	15.00	Full Resolution (Digital Media)	NULL	TX	US	TX	US
1797828	9118912	The Woodlands	TX	US	87.00	0.00	2015-10-01 00:16:45	2015-09-10 23:57:15	NULL	1	15.00	15.00	Full Resolution (Digital Media)	NULL	TX	US	TX	US
1797828	9118913	The Woodlands	TX	US	87.00	0.00	2015-10-01 00:16:45	2015-09-10 23:57:15	NULL	3	19.00	57.00	Full Resolution (Digital Media)	NULL	TX	US	TX	US
1797829	9118914	Sydney	NSW	AU	52.00	0.00	2015-10-01 00:16:49	2015-09-18 02:33:40	2015-10-07 13:00:00	1	8.00	8.00	Lustre (Prints)	0	NULL	NULL	NSW	AU
1797829	9118915	Sydney	NSW	AU	52.00	0.00	2015-10-01 00:16:49	2015-09-18 02:33:40	2015-10-07 13:00:00	1	30.00	30.00	Discount Package- Pls read description for details (Prints)	0	NULL	NULL	NSW	AU
1797829	9118916	Sydney	NSW	AU	52.00	0.00	2015-10-01 00:16:49	2015-09-18 02:33:40	2015-10-07 13:00:00	1	14.00	14.00	Lustre (Prints)	0	NULL	NULL	NSW	AU
1797830	9118917	Wimberley	TX	US	60.00	0.00	2015-10-01 00:16:51	2015-09-30 01:16:34	2016-01-31 06:00:00	1	60.00	60.00	digital download (high res) (All Album Photos) (Digital Media)	NULL	TX	US	TX	US
1797831	9118918	Indian Land	SC	US	44.95	4.95	2015-10-01 00:17:11	2015-09-14 13:24:32	2015-11-08 07:00:00	3	10.00	30.00	Lustre (Prints)	0	AZ	US	AZ	US
1797831	9118919	Indian Land	SC	US	44.95	4.95	2015-10-01 00:17:11	2015-09-14 13:24:32	2015-11-08 07:00:00	1	10.00	10.00	Lustre (Prints)	0	AZ	US	AZ	US
1797832	9118920	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118921	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118922	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118923	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118924	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118925	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118926	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118927	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118928	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118929	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118930	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118931	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	24.00	24.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118932	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	30.00	30.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118933	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	30.00	30.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118934	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	30.00	30.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118935	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	30.00	30.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797832	9118936	New Carlisle	OH	US	438.00	0.00	2015-10-01 00:17:44	2015-07-28 13:28:00	2022-12-31 05:00:00	1	30.00	30.00	Digital Photo (Digital Media)	NULL	OH	US	OH	US
1797833	9118937	Vancouver	WA	US	4.95	4.95	2015-10-01 00:17:46	2015-09-17 04:09:00	2015-10-01 07:00:00	1	8.00	8.00	Lustre (Prints)	0	WA	US	WA	US
1797834	9118938	Auckland		NZ	43.00	0.00	2015-10-01 00:18:33	2015-09-25 23:17:54	NULL	1	21.50	21.50	Print 4x6 inches (10x15cm) (Prints)	0	NULL	NULL	Auckland	NZ
1797834	9118939	Auckland		NZ	43.00	0.00	2015-10-01 00:18:33	2015-09-25 23:17:54	NULL	1	21.50	21.50	Print 4x6 inches (10x15cm) (Prints)	0	NULL	NULL	Auckland	NZ
1797835	9118940	Williamston	MI	US	34.95	4.95	2015-10-01 00:19:27	2015-09-27 02:02:48	2019-03-08 05:00:00	1	30.00	30.00	1 8x10  (Prints)	0	WI	US	WI	US
1797836	9118941	Gotham	WI	US	117.44	3.50	2015-10-01 00:21:00	2015-09-30 02:37:22	2015-10-30 05:00:00	2	12.00	24.00	Glossy (Prints)	0	WI	US	WI	US
1797836	9118942	Gotham	WI	US	117.44	3.50	2015-10-01 00:21:00	2015-09-30 02:37:22	2015-10-30 05:00:00	1	12.00	12.00	Glossy (Prints)	0	WI	US	WI	US
1797836	9118943	Gotham	WI	US	117.44	3.50	2015-10-01 00:21:00	2015-09-30 02:37:22	2015-10-30 05:00:00	1	12.00	12.00	Glossy (Prints)	0	WI	US	WI	US
1797836	9118944	Gotham	WI	US	117.44	3.50	2015-10-01 00:21:00	2015-09-30 02:37:22	2015-10-30 05:00:00	1	12.00	12.00	Glossy (Prints)	0	WI	US	WI	US
1797836	9118945	Gotham	WI	US	117.44	3.50	2015-10-01 00:21:00	2015-09-30 02:37:22	2015-10-30 05:00:00	2	12.00	24.00	Glossy (Prints)	0	WI	US	WI	US
1797836	9118946	Gotham	WI	US	117.44	3.50	2015-10-01 00:21:00	2015-09-30 02:37:22	2015-10-30 05:00:00	2	12.00	24.00	Glossy (Prints)	0	WI	US	WI	US
1797837	9118947	Lorton	VA	US	103.20	0.00	2015-10-01 00:21:11	2015-09-18 02:51:02	2016-01-01 05:00:00	1	21.50	21.50	Full Resolution JPEG (DIGITAL JPEG FILES)	NULL	NJ	US	NJ	US
