order_id,order_created,order_grand_total,order_shipping_charge,order_item_total_price
1798268,2015-10-01 04:00:46,29.649999999999995,4.15,24.0
1798269,2015-10-01 04:01:26,107.5,7.5,100.0
1798270,2015-10-01 04:01:58,300.0,0.0,300.0
1798271,2015-10-01 04:02:20,27.0,0.0,30.0
1798272,2015-10-01 04:02:49,180.0,0.0,180.0
1798273,2015-10-01 04:03:48,228.14999999999992,4.150000000000002,224.0
1798274,2015-10-01 04:04:55,204.1499999999999,4.150000000000002,199.85000000000002
1798275,2015-10-01 04:05:32,49.05,0.0,45.0
1798276,2015-10-01 04:06:38,49.05,0.0,45.0
1798277,2015-10-01 04:06:43,25.0,5.0,20.0
1798278,2015-10-01 04:06:44,52.25,3.5,48.75
1798279,2015-10-01 04:10:57,10.43,4.95,5.0
1798280,2015-10-01 04:13:26,81.19000000000003,0.0,10.0
1798281,2015-10-01 04:14:17,184.14999999999984,4.0,180.1499999999999
1798282,2015-10-01 04:14:43,434.64999999999975,4.0,396.0
1798283,2015-10-01 04:15:54,180.0,0.0,180.0
1798284,2015-10-01 04:19:07,340.0,0.0,680.0
1798285,2015-10-01 04:22:14,7.84,2.5,5.0
1798286,2015-10-01 04:23:34,43.28000000000001,4.95,35.0
1798287,2015-10-01 04:23:53,36.75,4.95,30.0
1798288,2015-10-01 04:24:09,40.0,10.0,30.0
1798289,2015-10-01 04:24:44,40.0,0.0,40.0
1798290,2015-10-01 04:24:59,74.95,4.95,70.0
1798291,2015-10-01 04:25:30,286.0,3.5,282.5
1798292,2015-10-01 04:26:15,102.90000000000002,0.0,98.0
1798293,2015-10-01 04:28:41,16.68,5.95,10.0
1798294,2015-10-01 04:30:09,0.0,0.0,0.0
1798295,2015-10-01 04:31:27,27.0,0.0,30.0
1798296,2015-10-01 04:32:59,450.0,0.0,450.0
1798297,2015-10-01 04:33:55,38.2,4.95,35.0
1798298,2015-10-01 04:34:29,203.30000000000004,15.0,175.0
1798299,2015-10-01 04:37:11,186.19000000000003,0.0,172.0
1798300,2015-10-01 04:37:17,54.5,3.5,51.0
1798301,2015-10-01 04:39:38,148.63000000000005,3.5,135.0
1798302,2015-10-01 04:39:58,95.0,0.0,245.0
1798303,2015-10-01 04:41:22,63.14,3.5,56.0
1798304,2015-10-01 04:42:20,33.57,0.0,31.0
1798305,2015-10-01 04:43:35,67.5,0.0,75.0
1798306,2015-10-01 04:43:48,32.7,0.0,30.0
1798307,2015-10-01 04:44:50,41.949999999999996,4.95,37.0
1798308,2015-10-01 04:45:31,762.0,6.0,700.0
1798309,2015-10-01 04:47:06,243.0,0.0,405.0
1798310,2015-10-01 04:47:21,30.0,0.0,30.0
1798311,2015-10-01 04:48:08,164.55000000000004,6.5,70.0
1798312,2015-10-01 04:52:40,81.57000000000004,0.0,75.11000000000006
1798313,2015-10-01 04:54:21,162.38,0.0,150.0
1798314,2015-10-01 04:54:25,190.65999999999997,4.950000000000001,181.0
1798315,2015-10-01 04:55:23,155.30999999999997,0.0,244.0
1798316,2015-10-01 04:56:12,0.0,0.0,0.0
1798317,2015-10-01 04:56:15,24.74,4.95,18.5
1798318,2015-10-01 04:57:45,39.95,4.95,0.0
1798319,2015-10-01 04:59:17,38.2,4.95,35.0
1798320,2015-10-01 05:01:53,705.0,10.0,695.0
1798321,2015-10-01 05:03:25,27.300000000000004,0.0,35.0
1798322,2015-10-01 05:06:40,450.0,0.0,450.0
1798323,2015-10-01 05:08:38,25.92,4.0,120.0
1798324,2015-10-01 05:11:27,431.55,4.95,395.0
1798325,2015-10-01 05:12:17,118.5,0.0,118.5
1798326,2015-10-01 05:19:03,42.75,4.95,50.0
1798327,2015-10-01 05:19:13,23.11,5.95,16.0
1798328,2015-10-01 05:19:51,54.75,0.0,50.0
1798329,2015-10-01 05:26:35,22.949999999999992,4.950000000000001,18.0
1798330,2015-10-01 05:29:15,18.43,0.0,17.0
1798331,2015-10-01 05:33:55,54.75,0.0,50.0
1798332,2015-10-01 05:35:34,26.0,0.0,26.0
1798333,2015-10-01 05:36:10,150.0,0.0,150.0
1798334,2015-10-01 05:40:02,32.06,0.0,0.0
1798335,2015-10-01 05:44:29,47.54,6.5,38.0
1798336,2015-10-01 05:44:54,137.0,3.0,122.0
1798337,2015-10-01 05:46:45,26.88,0.0,25.0
1798338,2015-10-01 05:47:45,5.0,0.0,5.0
1798339,2015-10-01 05:52:02,5.25,4.95,0.0
1798340,2015-10-01 05:58:41,0.0,0.0,0.0
1798341,2015-10-01 06:01:24,118.5,0.0,118.5
1798342,2015-10-01 06:13:42,293.84,0.0,275.0
1798343,2015-10-01 06:23:37,76.08,7.0,90.0
1798344,2015-10-01 06:27:43,57.0,5.0,65.0
1798345,2015-10-01 06:29:00,16.6,0.0,20.0
1798346,2015-10-01 06:33:41,4.95,4.95,40.0
1798347,2015-10-01 06:35:19,10.0,0.0,10.0
1798348,2015-10-01 06:37:25,70.0,0.0,70.0
1798349,2015-10-01 06:45:13,21.0,0.0,21.0
1798350,2015-10-01 06:46:06,43.0,0.0,43.0
1798351,2015-10-01 06:50:57,33.170000000000016,0.0,31.0
1798352,2015-10-01 07:01:37,24.2,4.2,20.0
1798353,2015-10-01 07:04:12,125.0,0.0,125.0
1798354,2015-10-01 07:04:29,39.5,0.0,39.5
1798355,2015-10-01 07:06:10,10.0,0.0,10.0
1798356,2015-10-01 07:07:59,0.0,0.0,0.0
1798357,2015-10-01 07:08:57,60.0,0.0,60.0
1798358,2015-10-01 07:28:30,52.5,4.5,48.0
1798359,2015-10-01 07:30:12,18.0,0.0,18.0
1798360,2015-10-01 07:33:09,510.0,10.0,500.0
1798361,2015-10-01 07:33:42,137.95,8.95,129.0
1798362,2015-10-01 07:40:44,0.0,0.0,125.0
1798363,2015-10-01 07:49:00,151.0,0.0,151.0
1798364,2015-10-01 07:52:58,275.1200000000003,2.7000000000000015,257.0
1798365,2015-10-01 07:57:12,1.5,0.0,1.5
1798366,2015-10-01 08:03:45,8.18,4.2,3.98
1798367,2015-10-01 08:04:04,108.0,0.0,108.0
1798368,2015-10-01 08:04:09,10.5,0.0,10.5
1798369,2015-10-01 08:04:46,10.17,4.2,5.97
1798370,2015-10-01 08:10:48,46.0,0.0,46.0
1798371,2015-10-01 08:12:28,269.5,0.0,269.5
1798372,2015-10-01 08:14:19,1.5,0.0,1.5
1798373,2015-10-01 08:14:25,1.5,0.0,1.5
1798374,2015-10-01 08:17:38,99.0,0.0,99.0
1798375,2015-10-01 08:19:02,294.84999999999997,5.950000000000001,270.0
1798376,2015-10-01 08:20:59,1.5,0.0,1.5
1798377,2015-10-01 08:24:13,28.0,5.0,23.0
1798378,2015-10-01 08:29:33,11.19,4.2,6.99
1798379,2015-10-01 08:30:54,16.0,0.0,16.0
1798380,2015-10-01 08:35:42,0.0,0.0,0.0
1798381,2015-10-01 08:38:49,39.5,0.0,39.5
1798382,2015-10-01 08:43:49,75.5,0.0,75.5
1798383,2015-10-01 08:44:13,16.5,0.0,15.0
1798384,2015-10-01 08:48:28,3.0,0.0,3.0
1798385,2015-10-01 08:51:26,34.9,2.8999999999999995,32.0
1798386,2015-10-01 08:55:26,3.0,0.0,3.0
1798387,2015-10-01 08:56:09,10.0,0.0,10.0
1798388,2015-10-01 08:56:12,447.0,0.0,447.0
1798389,2015-10-01 08:58:04,5.0,0.0,5.0
1798390,2015-10-01 09:03:48,87.5,0.0,87.5
1798391,2015-10-01 09:07:34,0.0,0.0,0.0
1798392,2015-10-01 09:10:14,0.0,0.0,0.0
1798393,2015-10-01 09:12:24,45.0,0.0,45.0
1798394,2015-10-01 09:13:27,39.5,0.0,39.5
1798395,2015-10-01 09:16:11,1.5,0.0,1.5
1798396,2015-10-01 09:16:35,14.15,4.2,9.95
1798397,2015-10-01 09:17:55,353.5,0.0,353.5
1798398,2015-10-01 09:20:38,285.45,8.950000000000001,276.5
1798399,2015-10-01 09:22:50,55.5,0.0,55.5
1798400,2015-10-01 09:30:30,1.5,0.0,1.5
1798401,2015-10-01 09:42:27,1.5,0.0,1.5
1798402,2015-10-01 09:42:44,3.0,0.0,3.0
1798403,2015-10-01 09:49:18,35.1,0.0,45.0
1798404,2015-10-01 09:50:28,167.0,12.0,155.0
1798405,2015-10-01 09:54:14,192.95000000000002,7.95,185.0
1798406,2015-10-01 09:55:12,79.0,0.0,79.0
1798407,2015-10-01 09:56:00,5.0,0.0,5.0
1798408,2015-10-01 09:56:06,46.0,0.0,46.0
1798409,2015-10-01 09:56:44,75.0,0.0,75.0
1798410,2015-10-01 09:57:54,36.0,0.0,36.0
1798411,2015-10-01 09:59:07,12.69,4.2,8.49
1798412,2015-10-01 10:01:06,24.0,0.0,24.0
1798413,2015-10-01 10:01:58,63.0,10.0,50.0
1798414,2015-10-01 10:05:16,207.0,0.0,207.0
1798415,2015-10-01 10:06:49,12.5,0.0,12.5
1798416,2015-10-01 10:10:18,1.5,0.0,1.5
1798417,2015-10-01 10:14:20,1.5,0.0,1.5
1798418,2015-10-01 10:15:54,1.5,0.0,1.5
1798419,2015-10-01 10:18:30,0.0,0.0,0.0
1798420,2015-10-01 10:18:52,14.14,8.14,6.0
1798421,2015-10-01 10:19:22,139.19999999999993,4.200000000000002,135.0
1798422,2015-10-01 10:19:31,1.5,0.0,1.5
1798423,2015-10-01 10:22:31,20.2,4.2,16.0
1798424,2015-10-01 10:22:32,252.0,0.0,360.0
1798425,2015-10-01 10:28:58,0.0,0.0,0.0
1798426,2015-10-01 10:35:04,26.0,6.0,20.0
1798427,2015-10-01 10:44:19,200.0,0.0,200.0
1798428,2015-10-01 10:46:01,800.0,0.0,800.0
1798429,2015-10-01 10:46:29,114.0,0.0,114.0
1798430,2015-10-01 10:51:38,1.5,0.0,1.5
1798431,2015-10-01 10:52:36,61.0,6.0,55.0
1798432,2015-10-01 10:55:07,349.3,0.0,499.0
1798433,2015-10-01 10:57:12,170.0,0.0,170.0
1798434,2015-10-01 10:58:09,1.5,0.0,1.5
1798435,2015-10-01 11:14:07,65.0,0.0,65.0
1798436,2015-10-01 11:15:12,444.1599999999999,0.0,421.0
1798437,2015-10-01 11:15:45,18.67,5.95,12.0
1798438,2015-10-01 11:19:08,50.0,0.0,50.0
1798439,2015-10-01 11:21:21,1.5,0.0,1.5
1798440,2015-10-01 11:27:22,0.0,0.0,5.0
1798441,2015-10-01 11:33:58,69.0,0.0,69.0
1798442,2015-10-01 11:35:41,60.71000000000002,4.0,53.5
1798443,2015-10-01 11:35:46,300.0,0.0,300.0
1798444,2015-10-01 11:35:49,429.5,3.5,426.0
1798445,2015-10-01 11:45:01,21.5,0.0,21.5
1798446,2015-10-01 11:45:11,49.0,0.0,49.0
1798447,2015-10-01 11:45:39,279.0299999999999,7.0,270.0
1798448,2015-10-01 11:49:06,18.0,0.0,18.0
1798449,2015-10-01 11:55:39,40.0,0.0,40.0
1798450,2015-10-01 11:56:34,181.90000000000006,0.0,170.0
1798451,2015-10-01 11:58:13,49.95,4.95,45.0
1798452,2015-10-01 12:00:05,10.63,0.0,10.0
1798453,2015-10-01 12:01:45,34.75,5.95,36.0
1798454,2015-10-01 12:02:36,139.15,4.15,135.0
1798455,2015-10-01 12:05:29,28.149999999999995,0.0,26.0
1798456,2015-10-01 12:06:33,14.069999999999999,4.95,8.6
1798457,2015-10-01 12:11:25,0.0,0.0,29.400000000000002
1798458,2015-10-01 12:11:43,30.0,0.0,30.0
1798459,2015-10-01 12:12:38,7.19,4.2,2.99
1798460,2015-10-01 12:13:17,148.5,0.0,135.0
1798461,2015-10-01 12:14:42,82.0,0.0,125.0
1798462,2015-10-01 12:15:41,3.0,0.0,3.0
1798463,2015-10-01 12:15:55,38.60000000000001,0.0,38.59000000000002
1798464,2015-10-01 12:17:23,37.82,4.2,33.62
1798465,2015-10-01 12:18:26,0.0,0.0,0.0
1798466,2015-10-01 12:19:09,0.0,0.0,0.0
1798467,2015-10-01 12:19:39,87.2,0.0,80.0
1798468,2015-10-01 12:20:31,35.1,0.0,45.0
1798469,2015-10-01 12:20:32,30.0,0.0,30.0
1798470,2015-10-01 12:22:53,14.76,4.200000000000001,10.559999999999999
1798471,2015-10-01 12:25:34,61.48,0.0,58.0
1798472,2015-10-01 12:26:25,39.949999999999996,4.95,35.0
1798473,2015-10-01 12:28:58,0.0,0.0,0.0
1798474,2015-10-01 12:30:38,0.0,0.0,0.0
1798475,2015-10-01 12:31:05,40.49,9.99,28.5
1798476,2015-10-01 12:33:47,19.65,5.95,13.7
1798477,2015-10-01 12:34:09,40.0,0.0,40.0
1798478,2015-10-01 12:34:14,37.1,0.0,35.0
1798479,2015-10-01 12:34:55,51.96,0.0,48.0
1798480,2015-10-01 12:36:22,0.0,0.0,0.0
1798481,2015-10-01 12:39:03,168.0,3.0,165.0
1798482,2015-10-01 12:41:25,81.85,5.95,70.0
1798483,2015-10-01 12:41:27,30.0,0.0,30.0
1798484,2015-10-01 12:42:16,81.0,5.0,95.0
1798485,2015-10-01 12:45:21,18.88,5.48,12.0
1798486,2015-10-01 12:47:49,55.0,4.0,51.0
1798487,2015-10-01 12:50:13,114.0,0.0,114.0
1798488,2015-10-01 12:50:35,63.65999999999999,4.95,58.71
1798489,2015-10-01 12:50:45,30.0,0.0,30.0
1798490,2015-10-01 12:51:54,26.75,3.9500000000000006,22.8
1798491,2015-10-01 12:52:07,384.3,0.0,360.0
1798492,2015-10-01 12:55:54,14.95,4.95,10.0
1798493,2015-10-01 12:56:44,21.47,4.1499999999999995,17.32
1798494,2015-10-01 12:59:01,208.65,0.0,195.0
1798495,2015-10-01 12:59:03,15.2,4.2,11.0
1798496,2015-10-01 13:00:36,45.5,4.95,38.25
1798497,2015-10-01 13:02:08,231.0,0.0,220.0
1798498,2015-10-01 13:02:31,37.86,5.95,30.0
1798499,2015-10-01 13:02:54,29.24,4.95,24.29
1798500,2015-10-01 13:04:14,159.95000000000002,4.950000000000001,155.0
1798501,2015-10-01 13:04:16,24.3,0.0,30.0
1798502,2015-10-01 13:04:16,7.47,0.0,7.470000000000001
1798503,2015-10-01 13:06:01,73.60000000000001,10.0,60.0
1798504,2015-10-01 13:06:14,47.70000000000001,4.95,45.0
1798505,2015-10-01 13:07:08,24.27,0.0,23.0
1798506,2015-10-01 13:09:02,200.0,0.0,200.0
1798507,2015-10-01 13:09:52,213.0,0.0,200.0
1798508,2015-10-01 13:10:38,35.0,0.0,35.0
1798509,2015-10-01 13:10:48,0.0,0.0,0.0
1798510,2015-10-01 13:13:03,22.5,0.0,22.5
1798511,2015-10-01 13:15:28,49.43,0.0,46.2
1798512,2015-10-01 13:16:35,138.66000000000003,0.0,150.0
1798513,2015-10-01 13:17:20,44.9,4.95,37.0
1798514,2015-10-01 13:19:30,20.0,0.0,20.0
1798515,2015-10-01 13:21:05,62.7,4.15,55.0
1798516,2015-10-01 13:24:14,0.0,0.0,0.0
1798517,2015-10-01 13:24:57,67.03,0.0,62.5
1798518,2015-10-01 13:24:58,0.0,0.0,0.0
1798519,2015-10-01 13:25:24,38.33,9.1,27.0
1798520,2015-10-01 13:25:39,106.95,4.95,102.0
1798521,2015-10-01 13:25:39,0.0,0.0,0.0
1798522,2015-10-01 13:26:02,0.0,0.0,0.0
1798523,2015-10-01 13:26:47,8.58,0.0,8.0
1798524,2015-10-01 13:29:39,63.6,0.0,60.0
1798525,2015-10-01 13:31:17,225.0,0.0,225.0
1798526,2015-10-01 13:32:14,24.15,4.15,20.0
1798527,2015-10-01 13:32:31,51.0,0.0,51.0
1798528,2015-10-01 13:38:13,60.5,0.0,60.5
1798529,2015-10-01 13:39:49,75.0,0.0,75.0
1798530,2015-10-01 13:40:39,0.0,0.0,0.0
1798531,2015-10-01 13:40:58,0.0,0.0,0.0
1798532,2015-10-01 13:41:04,67.5,0.0,38.0
1798533,2015-10-01 13:41:47,51.699999999999996,4.0,50.0
1798534,2015-10-01 13:44:14,24.64,0.0,22.5
1798535,2015-10-01 13:44:39,46.6,5.0,52.0
1798536,2015-10-01 13:44:52,133.75,0.0,0.0
1798537,2015-10-01 13:46:40,20.0,0.0,20.0
1798538,2015-10-01 13:48:01,68.67,0.0,63.0
1798539,2015-10-01 13:48:18,100.0,0.0,100.0
1798540,2015-10-01 13:49:12,72.9,0.0,81.0
1798541,2015-10-01 13:49:43,46.0,6.0,40.0
1798542,2015-10-01 13:52:04,33.2,4.2,29.0
1798543,2015-10-01 13:52:34,26.5,0.0,25.0
1798544,2015-10-01 13:52:39,28.0,0.0,28.0
1798545,2015-10-01 13:52:42,32.42,2.5,28.0
1798546,2015-10-01 13:53:53,26.5,0.0,25.0
1798547,2015-10-01 13:54:14,62.01000000000005,7.0,101.5
1798548,2015-10-01 13:54:33,19.15,4.15,15.0
1798549,2015-10-01 13:55:34,68.55,4.95,60.0
1798550,2015-10-01 13:56:28,100.0,0.0,0.0
1798551,2015-10-01 13:56:32,14.17,0.0,13.0
1798552,2015-10-01 13:56:50,199.15,4.15,195.0
1798553,2015-10-01 13:59:42,21.01,0.0,21.0
1798554,2015-10-01 14:00:03,0.0,0.0,0.0
1798555,2015-10-01 14:00:35,5.0,0.0,5.0
1798556,2015-10-01 14:01:50,135.0,0.0,135.0
1798557,2015-10-01 14:02:06,251.5,3.5,248.0
1798558,2015-10-01 14:03:24,86.0,5.0,81.0
1798559,2015-10-01 14:05:20,25.0,7.0,18.0
1798560,2015-10-01 14:06:04,40.95,4.95,36.0
1798561,2015-10-01 14:07:26,30.0,0.0,30.0
1798562,2015-10-01 14:08:36,19.15,4.15,15.0
1798563,2015-10-01 14:08:52,56.290000000000006,0.0,104.0
1798564,2015-10-01 14:09:19,38.07,4.95,36.0
1798565,2015-10-01 14:12:40,60.0,0.0,60.0
1798566,2015-10-01 14:12:56,0.0,0.0,0.0
1798567,2015-10-01 14:12:57,26.51,4.95,20.0
1798568,2015-10-01 14:13:25,73.95,4.95,69.0
1798569,2015-10-01 14:14:45,8.18,4.15,4.029999999999999
1798570,2015-10-01 14:16:48,32.95,5.95,28.0
1798571,2015-10-01 14:18:10,46.95,4.95,42.0
1798572,2015-10-01 14:18:22,0.0,0.0,165.0
1798573,2015-10-01 14:19:56,478.13,0.0,450.0
1798575,2015-10-01 14:21:00,54.95,4.95,50.0
1798576,2015-10-01 14:24:23,55.0,0.0,55.0
1798577,2015-10-01 14:27:31,91.0,4.0,87.0
1798578,2015-10-01 14:27:59,33.54,0.0,31.349999999999994
1798579,2015-10-01 14:30:15,19.95,4.95,15.0
1798580,2015-10-01 14:30:29,70.0,0.0,70.0
1798581,2015-10-01 14:30:43,49.0,7.0,42.0
1798582,2015-10-01 14:31:50,94.95,4.95,90.0
1798583,2015-10-01 14:32:09,25.35,4.15,20.0
1798584,2015-10-01 14:33:04,16.38,4.95,11.43
1798585,2015-10-01 14:33:57,15.0,0.0,15.0
1798586,2015-10-01 14:35:00,89.75,4.95,80.0
1798587,2015-10-01 14:35:19,211.66,0.0,192.86
1798588,2015-10-01 14:36:46,59.400000000000034,0.0,94.0
1798589,2015-10-01 14:37:16,66.95,5.95,61.0
1798590,2015-10-01 14:38:08,109.25,0.0,100.0
1798591,2015-10-01 14:39:55,151.62,4.95,230.0
1798592,2015-10-01 14:40:46,44.75,4.95,39.8
1798593,2015-10-01 14:41:08,66.0,7.0,59.0
1798594,2015-10-01 14:41:26,754.1999999999995,0.0,704.0
1798595,2015-10-01 14:42:45,0.0,0.0,0.0
1798596,2015-10-01 14:43:52,50.26,0.0,46.0
1798597,2015-10-01 14:44:59,132.44,0.0,325.0
1798598,2015-10-01 14:47:54,750.0,0.0,750.0
1798599,2015-10-01 14:48:35,57.62,5.950000000000001,48.0
1798600,2015-10-01 14:49:14,26.95,4.95,22.0
1798601,2015-10-01 14:50:22,43.35,0.0,40.0
1798602,2015-10-01 14:52:09,38.0,8.0,30.0
1798603,2015-10-01 14:53:15,32.7,0.0,30.0
1798604,2015-10-01 14:55:49,46.64,0.0,44.0
1798605,2015-10-01 14:57:04,0.0,0.0,0.0
1798606,2015-10-01 14:57:17,81.0,0.0,81.0
1798607,2015-10-01 14:58:02,144.9,0.0,138.0
1798608,2015-10-01 14:58:07,9.75,0.0,9.0
1798609,2015-10-01 14:58:52,128.69000000000003,6.5,115.0
1798610,2015-10-01 14:59:20,19.2,4.2,15.0
1798611,2015-10-01 15:00:12,1.5,0.0,1.5
1798612,2015-10-01 15:00:17,0.0,0.0,0.0
1798613,2015-10-01 15:03:12,70.16,2.0,64.0
1798614,2015-10-01 15:05:19,29.95,4.95,25.0
1798615,2015-10-01 15:05:33,24.15,4.15,20.0
1798616,2015-10-01 15:05:55,40.0,0.0,40.0
1798617,2015-10-01 15:06:47,177.70000000000002,2.6999999999999997,175.0
1798618,2015-10-01 15:06:56,175.0,0.0,175.0
1798619,2015-10-01 15:07:12,32.06,0.0,0.0
1798620,2015-10-01 15:08:52,49.0,0.0,49.0
1798621,2015-10-01 15:09:41,21.150000000000002,4.950000000000001,15.0
1798622,2015-10-01 15:10:06,51.45,0.0,49.0
1798623,2015-10-01 15:10:30,123.41000000000001,0.0,114.0
1798624,2015-10-01 15:10:46,15.0,0.0,15.0
1798625,2015-10-01 15:11:20,17.0,5.0,15.0
1798626,2015-10-01 15:15:22,213.44999999999987,0.0,0.0
1798627,2015-10-01 15:16:41,55.0,0.0,55.0
1798628,2015-10-01 15:17:29,30.75,4.95,24.0
1798629,2015-10-01 15:17:35,55.700000000000024,12.5,40.0
1798630,2015-10-01 15:18:02,28.0,7.0,21.0
1798631,2015-10-01 15:19:07,0.0,0.0,650.0
1798632,2015-10-01 15:22:57,18.0,0.0,30.0
1798633,2015-10-01 15:24:13,48.350000000000016,4.0,60.0
1798634,2015-10-01 15:24:47,12.5,0.0,12.5
1798635,2015-10-01 15:25:11,130.38,0.0,123.0
1798636,2015-10-01 15:25:16,0.0,0.0,0.0
1798637,2015-10-01 15:26:03,431.0,5.0,426.0
1798638,2015-10-01 15:27:01,36.75,4.95,30.0
1798639,2015-10-01 15:28:27,139.92,6.0,124.0
1798640,2015-10-01 15:29:41,21.11,5.95,14.0
1798641,2015-10-01 15:31:57,18.0,0.0,18.0
1798642,2015-10-01 15:32:15,35.0,0.0,35.0
1798643,2015-10-01 15:32:46,108.0,15.0,93.0
1798644,2015-10-01 15:32:50,23.54,0.0,22.0
1798645,2015-10-01 15:34:25,52.71,2.0,47.0
1798646,2015-10-01 15:34:40,129.59,0.0,66.0
1798648,2015-10-01 15:35:48,10.0,0.0,10.0
1798649,2015-10-01 15:36:57,331.36,5.0,299.0
1798650,2015-10-01 15:38:10,47.61,5.0,39.0
1798651,2015-10-01 15:39:41,0.0,0.0,0.0
1798652,2015-10-01 15:42:10,52.19,0.0,49.0
1798654,2015-10-01 15:43:57,42.15,5.0,34.0
1798655,2015-10-01 15:46:08,131.1,0.0,120.0
1798656,2015-10-01 15:48:46,127.28999999999998,9.950000000000001,108.15000000000003
1798657,2015-10-01 15:49:04,16.259999999999994,4.95,11.310000000000002
1798658,2015-10-01 15:51:05,54.0,0.0,54.0
1798659,2015-10-01 15:51:36,300.0,0.0,300.0
1798660,2015-10-01 15:51:45,0.0,0.0,0.0
1798661,2015-10-01 15:51:59,11.5,5.95,5.0
1798662,2015-10-01 15:52:07,173.5,10.0,150.0
1798663,2015-10-01 15:52:13,150.0,0.0,150.0
1798664,2015-10-01 15:52:42,0.0,0.0,60.0
1798665,2015-10-01 15:52:43,75.0,0.0,75.0
1798666,2015-10-01 15:53:43,64.95,4.95,60.0
1798667,2015-10-01 15:53:46,5.0,0.0,5.0
1798668,2015-10-01 15:56:52,298.25999999999993,13.950000000000001,335.0
1798669,2015-10-01 15:56:52,0.0,0.0,0.0
1798670,2015-10-01 15:58:11,100.0,0.0,100.0
1798671,2015-10-01 15:58:18,0.0,0.0,0.0
1798672,2015-10-01 15:59:06,39.99,0.0,39.99
1798673,2015-10-01 15:59:46,4.150000000000003,4.150000000000003,20.799999999999986
1798674,2015-10-01 16:00:49,660.0,0.0,660.0
1798675,2015-10-01 16:01:07,40.0,0.0,40.0
1798676,2015-10-01 16:01:18,0.0,0.0,0.0
1798677,2015-10-01 16:03:31,1.5,0.0,1.5
1798678,2015-10-01 16:05:29,0.0,0.0,0.0
1798679,2015-10-01 16:06:13,96.0,0.0,96.0
1798680,2015-10-01 16:09:11,1.5,0.0,1.5
1798681,2015-10-01 16:09:40,35.59,5.0,28.0
1798682,2015-10-01 16:09:50,124.85,4.0,140.0
1798683,2015-10-01 16:10:28,0.0,0.0,0.0
1798684,2015-10-01 16:11:19,30.0,0.0,30.0
1798685,2015-10-01 16:11:44,16.98,2.0,14.0
1798686,2015-10-01 16:12:43,32.0,0.0,32.0
1798687,2015-10-01 16:12:50,0.0,0.0,0.0
1798688,2015-10-01 16:13:28,70.8,6.0,60.0
1798689,2015-10-01 16:14:17,28.95,4.95,0.0
1798690,2015-10-01 16:14:42,0.0,0.0,0.0
1798691,2015-10-01 16:14:57,49.0,5.0,44.0
1798692,2015-10-01 16:16:08,50.0,0.0,50.0
1798693,2015-10-01 16:17:03,150.0,0.0,150.0
1798694,2015-10-01 16:17:05,89.63,3.5,86.13
1798695,2015-10-01 16:17:16,271.2,0.0,240.0
1798696,2015-10-01 16:17:24,33.320000000000014,4.2,29.12000000000002
1798697,2015-10-01 16:17:30,26.36,0.0,24.0
1798698,2015-10-01 16:18:48,165.94999999999996,7.950000000000001,158.0
1798699,2015-10-01 16:20:59,95.60000000000001,7.0,83.0
1798700,2015-10-01 16:21:46,4.68,4.2,0.48
1798701,2015-10-01 16:21:47,49.59,0.0,47.0
1798702,2015-10-01 16:22:09,52.1,4.15,45.0
1798703,2015-10-01 16:23:07,18.43,0.0,17.0
1798704,2015-10-01 16:23:07,129.54999999999998,5.0,114.0
1798705,2015-10-01 16:24:05,0.0,0.0,0.0
1798706,2015-10-01 16:25:39,81.94,0.0,75.0
1798707,2015-10-01 16:26:41,65.72,0.0,62.0
1798708,2015-10-01 16:27:20,69.75,7.5,208.0
1798709,2015-10-01 16:27:26,50.949999999999996,5.950000000000001,45.0
1798710,2015-10-01 16:28:02,38.4,6.0,30.0
1798711,2015-10-01 16:28:10,44.52,0.0,42.0
1798712,2015-10-01 16:28:48,307.5,7.5,300.0
1798713,2015-10-01 16:29:00,30.31,0.0,28.0
1798714,2015-10-01 16:30:40,104.64,0.0,96.0
1798715,2015-10-01 16:34:03,42.13999999999999,5.950000000000001,36.190000000000005
1798716,2015-10-01 16:34:18,51.36,0.0,48.0
1798717,2015-10-01 16:35:39,0.0,0.0,0.0
1798718,2015-10-01 16:35:52,75.0,0.0,75.0
1798719,2015-10-01 16:36:58,506.1800000000001,5.5,472.34000000000003
1798720,2015-10-01 16:37:02,37.89,0.0,35.0
1798721,2015-10-01 16:37:18,32.33,0.0,29.95
1798722,2015-10-01 16:37:20,193.36999999999995,5.950000000000002,209.0
1798723,2015-10-01 16:37:20,56.68,0.0,52.0
1798724,2015-10-01 16:37:38,59.93,12.0,45.0
1798725,2015-10-01 16:37:41,57.809999999999995,0.0,55.0
1798726,2015-10-01 16:38:25,128.33,0.0,118.0
1798727,2015-10-01 16:38:25,18.0,0.0,18.0
1798728,2015-10-01 16:38:37,25.0,0.0,25.0
1798729,2015-10-01 16:38:51,44.52,0.0,42.0
1798730,2015-10-01 16:39:00,1.5,0.0,1.5
1798731,2015-10-01 16:39:05,48.04,0.0,45.0
1798733,2015-10-01 16:43:31,75.0,0.0,75.0
1798734,2015-10-01 16:44:20,41.87,4.95,34.5
1798735,2015-10-01 16:44:55,12.1,4.95,7.15
1798736,2015-10-01 16:47:04,100.0,0.0,100.0
1798737,2015-10-01 16:47:15,72.0,0.0,322.0
1798738,2015-10-01 16:48:53,46.32999999999999,0.0,43.3
